00000370,00000001,000ffffd,18
01000b58,00000001,000ffffe,5106210
01000b58,00000001,000ffffe,5106602
01000b94,00000001,000ffffe,5107576
01000ba4,00000001,000ffffe,5108069
01000b58,00000001,000ffffe,5108316
01000b84,000004e1,000800af,5108318
01000b48,00000002,000ffffe,5108441
01000b98,00000001,000ffffe,5108742
01000b94,00000001,000ffffe,5109133
01000b94,00000001,000ffffe,5109329
01000ba4,00000001,000ffffe,5109699
01000b54,0000000e,000802d7,5110137
01000b78,00000002,000ffffe,5110338
01000b40,00000001,000ffffe,5110444
01000ba8,00000001,000ffffe,5110498
01000ba0,00000001,000ffffe,5110765
01000b70,00000001,000ffffe,5110899
01000b8c,00000001,000ffffe,5111238
01000b98,00000001,000ffffe,5111408
01000ba8,00000001,000ffffe,5111733
01000b70,00000001,000ffffe,5111896
01000b54,0000000e,000802d4,5111991
01000b8c,00000001,000ffffe,5112291
01000ba0,00000001,000ffffe,5112448
01000b78,00000002,000ffffe,5112528
01000b58,00000001,000ffffe,5112567
01000ba4,00000001,000ffffe,5112827
01000b70,00000001,000ffffe,5113229
01000b48,00000002,000ffffe,5113703
01000b40,00000001,000ffffe,5113939
01000b8c,00000001,000ffffe,5114058
01000ba4,00000001,000ffffe,5114118
01000ba8,00000001,000ffffe,5114388
01000b28,00000001,000ffffe,5114795
01000b8c,00000001,000ffffe,5114999
01000b58,00000001,000ffffe,5115373
01000b8c,00000001,000ffffe,5115800
01000ba4,00000001,000ffffe,5116014
01000ba8,00000001,000ffffe,5116393
01000b54,0000000e,000802d4,5116931
01000b54,0000000e,000802d5,5117099
01000b70,00000001,000ffffe,5117410
01000b84,000004e1,0008024c,5117831
01000b70,00000001,000ffffe,5117844
01000ba0,00000001,000ffffe,5118301
01000b48,00000002,000ffffe,5118531
01000b70,00000001,000ffffe,5118645
01000b98,00000001,000ffffe,5118972
01000b70,00000001,000ffffe,5119107
01000b54,0000000e,000802d8,5119188
01000ba4,00000001,000ffffe,5119481
01000ba8,00000001,000ffffe,5119874
01000b84,000004e1,00080181,5119951
01000b28,00000001,000ffffe,5120071
01000b40,00000001,000ffffe,5120170
01000b94,00000001,000ffffe,5120220
01000b8c,00000001,000ffffe,5120485
01000ba4,00000001,000ffffe,5120618
01000b94,00000001,000ffffe,5120685
01000b40,00000001,000ffffe,5120719
01000b78,00000002,000ffffe,5120977
01000b94,00000001,000ffffe,5121105
01000b58,00000001,000ffffe,5121170
01000b94,00000001,000ffffe,5121203
01000ba4,00000001,000ffffe,5121220
01000ba4,00000001,000ffffe,5121234
01000b40,00000001,000ffffe,5121237
01000b54,0000000e,000802d6,5121252
01000b98,00000001,000ffffe,5121512
01000b78,00000002,000ffffe,5121719
01000ba8,00000001,000ffffe,5121753
01000b54,0000000e,000802d9,5121784
01000b40,00000001,000ffffe,5122052
01000b48,00000002,000ffffe,5122194
01000b54,0000000e,000802d5,5122277
01000ba0,00000001,000ffffe,5122300
01000b84,000004e1,00080190,5122477
01000b54,0000000e,000802d7,5122571
01000b84,000004e1,00080271,5122897
01000ba4,00000001,000ffffe,5122959
01000b28,00000001,000ffffe,5123160
01000b54,0000000e,000802d4,5123274
01000ba4,00000001,000ffffe,5123312
01000b98,00000001,000ffffe,5123338
01000b40,00000001,000ffffe,5123623
01000b58,00000001,000ffffe,5123766
01000b78,00000002,000ffffe,5123839
01000b78,00000002,000ffffe,5124147
01000b70,00000001,000ffffe,5124540
01000ba4,00000001,000ffffe,5125009
01000b94,00000001,000ffffe,5125244
01000b40,00000001,000ffffe,5125362
01000b54,0000000e,000802d4,5125674
01000ba8,00000001,000ffffe,5125811
01000b98,00000001,000ffffe,5126158
01000b48,00000002,000ffffe,5126333
01000b28,00000001,000ffffe,5127145
01000ba8,00000001,000ffffe,5127578
01000b78,00000002,000ffffe,5127796
01000b84,000004e1,00080279,5127907
01000b54,0000000e,000802d8,5127917
01000b48,00000002,000ffffe,5127960
01000b54,0000047f,000802d9,5127973
01000b48,00000002,000ffffe,5127988
01000b70,00000001,000ffffe,5128273
01000b28,00000001,000ffffe,5128688
01000ba4,00000001,000ffffe,5128896
01000b98,00000001,000ffffe,5129272
01000b40,00000001,000ffffe,5129700
01000ba8,00000001,000ffffe,5130653
01000ba0,00000001,000ffffe,5130903
01000ba4,00000001,000ffffe,5131268
01000b84,000004e1,000801f2,5131402
01000ba8,00000001,000ffffe,5131451
01000b28,00000001,000ffffe,5131861
01000ba0,00000001,000ffffe,5132460
01000b84,000004e1,0008023d,5132791
01000b70,00000001,000ffffe,5132832
00000a88,00000001,000ffffe,5133258
000009f0,00000002,000ffffe,5133712
00000ad0,00000001,000ffffe,5133938
00000a2c,000000a1,00080075,5134212
00000a40,00000001,000ffffe,5134349
00000a4c,00000001,000ffffe,5134498
00000a50,00000001,000ffffe,5134611
000009fc,00000069,000802db,5134677
00000a50,00000001,000ffffe,5134870
00000a40,00000001,000ffffe,5135000
00000a00,00000001,000ffffe,5135337
00000a4c,00000001,000ffffe,5135506
00000a50,00000001,000ffffe,5135591
000009e8,00000001,000ffffe,5135656
00000a2c,00000111,00080041,5135906
00000a48,00000001,000ffffe,5135939
00000a50,00000001,000ffffe,5136081
00000a50,00000001,000ffffe,5136424
00000a40,00000001,000ffffe,5136596
00000a2c,00000149,0008007d,5137250
000009e8,00000001,000ffffe,5137357
000009f0,00000002,000ffffe,5137576
00000a4c,00000001,000ffffe,5137956
00000a4c,00000001,000ffffe,5138243
00000a2c,00000173,000800e6,5138517
00000a40,00000001,000ffffe,5138563
00000a48,00000001,000ffffe,5138963
00000a2c,000001ab,00080050,5139861
00000a00,00000001,000ffffe,5139943
000009e8,00000001,000ffffe,5140437
00000a2c,0001538a,0008008d,5140869
00000a18,00000001,000ffffe,5140924
00000a48,00000001,000ffffe,5141168
000009f0,00000002,000ffffe,5141531
00000a40,00000001,000ffffe,5141951
00000acc,00000001,000ffffe,5142162
00000a4c,00000001,000ffffe,5142268
00000a48,00000001,000ffffe,5142561
00000a48,00000001,000ffffe,5142708
000009e8,00000001,000ffffe,5142782
000009f0,00000002,000ffffe,5143092
00000a40,00000001,000ffffe,5143246
00000a00,00000001,000ffffe,5143324
000009f0,00000002,000ffffe,5143792
000009f0,00000002,000ffffe,5144142
00000a2c,0000021b,00080123,5144173
00000a34,00000001,000ffffe,5144588
00000a34,00000001,000ffffe,5144812
00000a4c,00000001,000ffffe,5145628
00000a2c,00000245,000800ef,5145776
00000a50,00000001,000ffffe,5146084
00000a3c,00000001,000ffffe,5146584
000009f0,00000002,000ffffe,5147075
00000a00,00000001,000ffffe,5147559
00000a3c,00000001,000ffffe,5147802
00000a4c,00000001,000ffffe,5147924
00000a18,00000001,000ffffe,5148225
000009f0,00000002,000ffffe,5148377
00000a34,00000001,000ffffe,5148452
000009fc,0000000e,000802dc,5148775
00000a20,00000002,000ffffe,5149158
000009e8,00000001,000ffffe,5149355
00000a34,00000001,000ffffe,5149726
00000a18,00000001,000ffffe,5149912
000009f0,00000002,000ffffe,5150246
000009e8,00000001,000ffffe,5150412
000009e8,00000001,000ffffe,5150496
000009d0,00000001,000ffffe,5150810
00000a18,00000001,000ffffe,5151207
000009e8,00000001,000ffffe,5151406
000009fc,0000000e,000802dc,5151519
00000a50,00000001,000ffffe,5151796
00000a50,00000001,000ffffe,5152181
00000a40,00000001,000ffffe,5152374
00000a3c,00000001,000ffffe,5152471
000009f0,00000002,000ffffe,5152521
00000a50,00000001,000ffffe,5152545
00000a4c,00000001,000ffffe,5152558
00000a18,00000001,000ffffe,5152565
00000a3c,00000001,000ffffe,5152569
00000a40,00000001,000ffffe,5152843
00000a50,00000001,000ffffe,5153252
00000a34,00000001,000ffffe,5153457
00000a20,00000002,000ffffe,5153561
000009f0,00000002,000ffffe,5153613
000009f0,00000002,000ffffe,5153879
00000a34,00000001,000ffffe,5154283
000009e8,00000001,000ffffe,5154486
00000a18,00000001,000ffffe,5154588
000009f0,00000002,000ffffe,5154880
00000a34,00000001,000ffffe,5155025
00000a40,00000001,000ffffe,5155370
000009e8,00000001,000ffffe,5155543
00000a00,00000001,000ffffe,5155630
00000a20,00000002,000ffffe,5155675
00000a3c,00000001,000ffffe,5155936
00000a20,00000002,000ffffe,5156340
00000a4c,00000001,000ffffe,5156541
000009d0,00000001,000ffffe,5156914
00000a18,00000001,000ffffe,5157101
000009e8,00000001,000ffffe,5157195
00000a18,00000001,000ffffe,5157514
00000a48,00000001,000ffffe,5157674
00000a50,00000001,000ffffe,5158026
00000a20,00000002,000ffffe,5158475
00000a34,00000001,000ffffe,5158938
000009e8,00000001,000ffffe,5159442
000009fc,0000000e,000802df,5159947
00000a20,00000002,000ffffe,5160421
00000a20,00000002,000ffffe,5160904
00000a40,00000001,000ffffe,5161145
00000a20,00000002,000ffffe,5161688
00000a20,00000002,000ffffe,5161779
00000a40,00000001,000ffffe,5161824
00000a50,00000001,000ffffe,5162219
00000a2c,00000379,0008018d,5162394
000009e8,00000001,000ffffe,5162557
000009e8,00000001,000ffffe,5162998
00000a4c,00000001,000ffffe,5163219
00000a48,00000001,000ffffe,5163330
00000a48,00000001,000ffffe,5163386
00000a20,00000002,000ffffe,5163655
00000a20,00000002,000ffffe,5164061
00000a4c,00000001,000ffffe,5164535
00000a4c,00000001,000ffffe,5164773
00000a18,00000001,000ffffe,5165312
00000a20,00000002,000ffffe,5165643
00000a2c,000003b1,00080186,5166076
00000a3c,00000001,000ffffe,5166079
00000a00,00000001,000ffffe,5166298
00000a78,00000002,000ffffe,5166409
00000a40,00000001,000ffffe,5166703
00000a00,00000001,000ffffe,5166851
000009d0,00000001,000ffffe,5167197
00000a00,00000001,000ffffe,5167642
000009fc,0000000e,000802dd,5167878
000009fc,0000000e,000802de,5167990
00000a18,00000001,000ffffe,5168273
00000a34,00000001,000ffffe,5168661
00000a4c,00000001,000ffffe,5169127
00000a20,00000002,000ffffe,5169633
00000a34,00000001,000ffffe,5170012
000009f0,00000002,000ffffe,5170077
00000a34,00000001,000ffffe,5170348
000009fc,0000000e,000802dd,5170769
000009fc,0000000e,000802df,5171245
000009f0,00000002,000ffffe,5171743
00000a40,00000001,000ffffe,5172485
00000a40,00000001,000ffffe,5172849
00000a4c,00000001,000ffffe,5173271
00000a2c,00000413,000801f0,5173279
00000a34,00000001,000ffffe,5173722
00000a40,00000001,000ffffe,5173948
00000a50,00000001,000ffffe,5174301
00000a34,00000001,000ffffe,5174478
00000a50,00000001,000ffffe,5174567
00000a3c,00000001,000ffffe,5174612
00000a00,00000001,000ffffe,5174635
000009f0,00000002,000ffffe,5174648
000009d0,00000001,000ffffe,5174925
00000a18,00000001,000ffffe,5175336
000009e8,00000001,000ffffe,5175542
00000a18,00000001,000ffffe,5175917
00000a48,00000001,000ffffe,5176105
00000a3c,00000001,000ffffe,5176439
000009fc,0000000e,000802dc,5177111
00000a48,00000001,000ffffe,5177911
00000a2c,00000459,00080071,5177990
000009fc,0000000e,000802dc,5178140
00000a18,00000001,000ffffe,5178507
00000a2c,00000459,000801b4,5178592
000009e8,00000001,000ffffe,5178937
000009e8,00000001,000ffffe,5179392
00000a18,00000001,000ffffe,5179620
00000a3c,00000001,000ffffe,5179974
00000a50,00000001,000ffffe,5180391
00000a4c,00000001,000ffffe,5180600
00000a18,00000001,000ffffe,5180705
000009f0,00000002,000ffffe,5180759
000009e8,00000001,000ffffe,5180785
000009e8,00000001,000ffffe,5180799
000009d0,00000001,000ffffe,5181078
000009d0,00000001,000ffffe,5181218
00000a50,00000001,000ffffe,5181560
00000a34,00000001,000ffffe,5182003
00000a20,00000002,000ffffe,5182226
00000a00,00000001,000ffffe,5182608
000009d0,00000001,000ffffe,5182800
000009d0,00000001,000ffffe,5183136
00000a20,00000002,000ffffe,5183577
00000a48,00000001,000ffffe,5184036
00000a3c,00000001,000ffffe,5184538
000009fc,0000000e,000802dc,5185042
00000a48,00000001,000ffffe,5185275
00000a40,00000001,000ffffe,5185638
00000a40,00000001,000ffffe,5185820
00000a4c,00000001,000ffffe,5186151
00000a40,00000001,000ffffe,5186317
00000a48,00000001,000ffffe,5186640
00000a18,00000001,000ffffe,5186802
00000a00,00000001,000ffffe,5187123
00000a48,00000001,000ffffe,5187284
000009e8,00000001,000ffffe,5187365
000009d0,00000001,000ffffe,5187406
00000a00,00000001,000ffffe,5187438
00000a40,00000001,000ffffe,5187444
00000a18,00000001,000ffffe,5187719
00000a34,00000001,000ffffe,5188198
00000a48,00000001,000ffffe,5188369
00000a50,00000001,000ffffe,5188455
00000a2c,000004d7,00080081,5188665
00000a50,00000001,000ffffe,5188770
000009fc,00000405,000802dd,5188885
000009fc,0000000e,000802dd,5188941
00000a00,00000001,000ffffe,5189279
00000a4c,00000001,000ffffe,5189455
00000a88,00000001,000ffffe,5189783
01000b70,00000001,000ffffe,5190219
01000b40,00000001,000ffffe,5190677
01000b94,00000001,000ffffe,5191178
01000b8c,00000001,000ffffe,5191429
01000b8c,00000001,000ffffe,5191555
01000b54,0000000e,000802df,5191871
01000b40,00000001,000ffffe,5192010
01000b98,00000001,000ffffe,5192358
01000b8c,00000001,000ffffe,5192804
01000b94,00000001,000ffffe,5193267
01000b54,0000000e,000802e0,5193512
01000b78,00000002,000ffffe,5193856
01000b58,00000001,000ffffe,5194273
01000b70,00000001,000ffffe,5194722
01000b54,0000000e,000802db,5194960
01000b58,00000001,000ffffe,5195060
01000b70,00000001,000ffffe,5195117
01000b78,00000002,000ffffe,5195147
01000b40,00000001,000ffffe,5195169
01000ba0,00000001,000ffffe,5195445
01000b40,00000001,000ffffe,5195855
01000ba8,00000001,000ffffe,5196332
01000b84,000004ef,000800e3,5196423
01000b28,00000001,000ffffe,5196571
01000b8c,00000001,000ffffe,5196691
01000b28,00000001,000ffffe,5196991
01000b28,00000001,000ffffe,5197848
01000b98,00000001,000ffffe,5198082
01000b54,0000000e,000802e0,5198452
01000b28,00000001,000ffffe,5198618
01000b18,000004d8,000802e1,5198620
01000b54,0000000e,000802db,5198721
01000ba4,00000001,000ffffe,5199025
01000b54,0000000e,000802dd,5199197
01000ba8,00000001,000ffffe,5199264
01000b54,0000000e,000802df,5199589
01000b58,00000001,000ffffe,5199972
01000ba4,00000001,000ffffe,5200442
01000b40,00000001,000ffffe,5200949
01000b28,00000001,000ffffe,5201203
01000b54,0000000e,000802dd,5201583
01000b70,00000001,000ffffe,5201754
01000b40,00000001,000ffffe,5202086
01000b48,00000002,000ffffe,5202525
01000ba8,00000001,000ffffe,5202983
01000b70,00000001,000ffffe,5203213
01000b98,00000001,000ffffe,5203568
01000b54,0000000e,000802db,5203759
01000b98,00000001,000ffffe,5204075
01000b78,00000002,000ffffe,5204324
01000b78,00000002,000ffffe,5204366
01000b40,00000001,000ffffe,5204626
01000b78,00000002,000ffffe,5204758
01000b48,00000002,000ffffe,5204824
01000b98,00000001,000ffffe,5205128
01000b94,00000001,000ffffe,5205281
01000b48,00000002,000ffffe,5205359
01000ba8,00000001,000ffffe,5205397
01000b70,00000001,000ffffe,5205417
01000b84,000004ef,00080163,5205502
01000b28,00000001,000ffffe,5206112
01000b8c,00000001,000ffffe,5206319
01000b28,00000001,000ffffe,5206423
01000ba4,00000001,000ffffe,5206715
01000b84,000004ef,000801cc,5206961
01000b78,00000002,000ffffe,5207102
01000b78,00000002,000ffffe,5207567
01000b40,00000001,000ffffe,5207799
01000b78,00000002,000ffffe,5207917
01000b94,00000001,000ffffe,5207975
01000ba0,00000001,000ffffe,5208005
01000b58,00000001,000ffffe,5208292
01000b8c,00000001,000ffffe,5208436
01000ba8,00000001,000ffffe,5208780
01000b84,00012c6a,00080120,5209165
01000b94,00000001,000ffffe,5209224
01000b94,00000001,000ffffe,5209686
01000b70,00000001,000ffffe,5210189
01000b70,00000001,000ffffe,5210441
01000b98,00000001,000ffffe,5211230
01000b94,00000001,000ffffe,5211442
01000b94,00000001,000ffffe,5211820
01000b84,000004ef,000801ea,5212069
01000b58,00000001,000ffffe,5212249
01000b94,00000001,000ffffe,5212464
01000b48,00000002,000ffffe,5212573
01000b48,00000002,000ffffe,5212867
01000ba0,00000001,000ffffe,5213253
01000b94,00000001,000ffffe,5213447
01000ba0,00000001,000ffffe,5213816
01000b28,00000001,000ffffe,5214001
01000b94,00000001,000ffffe,5214094
01000b28,00000001,000ffffe,5214141
01000b98,00000001,000ffffe,5214165
01000b28,00000001,000ffffe,5214449
01000b8c,00000001,000ffffe,5214863
01000b8c,00000001,000ffffe,5215342
01000b98,00000001,000ffffe,5215582
01000b78,00000002,000ffffe,5215943
01000b54,0000000e,000802db,5216375
01000b70,00000001,000ffffe,5216812
01000ba4,00000001,000ffffe,5217309
01000b94,00000001,000ffffe,5217558
01000b70,00000001,000ffffe,5217683
01000ba4,00000001,000ffffe,5217746
01000b48,00000002,000ffffe,5217779
01000b98,00000001,000ffffe,5218066
01000b78,00000002,000ffffe,5218483
01000b40,00000001,000ffffe,5219474
01000b84,000004ef,0008007b,5220224
01000b48,00000002,000ffffe,5220459
01000b98,00000001,000ffffe,5220942
01000b84,000004ef,00080297,5221232
01000ba8,00000001,000ffffe,5221424
01000b58,00000001,000ffffe,5221905
01000b48,00000002,000ffffe,5222268
01000b98,00000001,000ffffe,5222359
01000ba4,00000001,000ffffe,5222375
01000b94,00000001,000ffffe,5222655
01000b40,00000001,000ffffe,5223067
01000b84,000004ef,000801dc,5223408
01000b54,0000000e,000802df,5223558
01000b84,000004ef,0008023d,5223590
01000ba0,00000001,000ffffe,5224312
01000b40,00000001,000ffffe,5224680
01000b70,00000001,000ffffe,5225104
01000b84,000004ef,00080092,5225318
01000b78,00000002,000ffffe,5225557
01000b28,00000001,000ffffe,5226054
01000b98,00000001,000ffffe,5226543
01000b54,0000000e,000802dd,5226801
01000b28,00000001,000ffffe,5226911
01000b78,00000002,000ffffe,5226974
01000ba0,00000001,000ffffe,5227244
01000b8c,00000001,000ffffe,5227720
01000b48,00000002,000ffffe,5228163
01000b40,00000001,000ffffe,5228623
01000b84,000004ef,0008023d,5228642
01000b8c,00000001,000ffffe,5228854
00000a4c,00000001,000ffffe,5228970
00000a3c,00000001,000ffffe,5229268
00000994,00000001,000ffffe,5229657
00000a4c,00000001,000ffffe,5229852
00000a4c,00000001,000ffffe,5229950
00000a18,00000001,000ffffe,5230384
00000a2c,000000bd,0008006d,5230427
00000a34,00000001,000ffffe,5230457
000009fc,0000000e,000802e3,5230507
00000a34,00000001,000ffffe,5230513
00000a88,00000001,000ffffe,5230523
000009e8,00000001,000ffffe,5230800
000009d0,00000001,000ffffe,5230939
00000a2c,000000f5,00080048,5231253
00000a50,00000001,000ffffe,5231316
00000a50,00000001,000ffffe,5231470
00000a4c,00000001,000ffffe,5231819
00000a18,00000001,000ffffe,5231994
000009f0,00000002,000ffffe,5232083
000009fc,0000000e,000802e3,5232411
000009f0,00000002,000ffffe,5232797
00000a00,00000001,000ffffe,5233267
00000a3c,00000001,000ffffe,5233503
00000a40,00000001,000ffffe,5233861
000009f0,00000002,000ffffe,5234281
00000a3c,00000001,000ffffe,5234490
000009e8,00000001,000ffffe,5234867
00000a34,00000001,000ffffe,5235056
00000a18,00000001,000ffffe,5235151
00000a48,00000001,000ffffe,5235199
000009f0,00000002,000ffffe,5235464
00000a2c,000001b9,0008009b,5236307
00000a4c,00000001,000ffffe,5236341
00000a40,00000001,000ffffe,5236850
00000a20,00000002,000ffffe,5237106
00000a34,00000001,000ffffe,5237233
000009c8,00000001,000ffffe,5237537
00000a48,00000001,000ffffe,5237929
00000a40,00000001,000ffffe,5238397
00000a18,00000001,000ffffe,5238903
000009e8,00000001,000ffffe,5239396
000009fc,0000000e,000802e3,5239656
000009e8,00000001,000ffffe,5239767
00000a3c,00000001,000ffffe,5240069
000009e8,00000001,000ffffe,5240460
000009e8,00000001,000ffffe,5240656
000009d0,00000001,000ffffe,5241026
00000a4c,00000001,000ffffe,5241451
000009e8,00000001,000ffffe,5241664
00000a40,00000001,000ffffe,5241771
00000a34,00000001,000ffffe,5241825
000009f0,00000002,000ffffe,5242093
00000a40,00000001,000ffffe,5242226
00000a20,00000002,000ffffe,5242566
00000a34,00000001,000ffffe,5242735
00000a48,00000001,000ffffe,5243060
00000a50,00000001,000ffffe,5243223
00000a48,00000001,000ffffe,5243305
000009f0,00000002,000ffffe,5243619
00000a4c,00000001,000ffffe,5243775
00000a18,00000001,000ffffe,5243894
00000a50,00000001,000ffffe,5244154
00000a2c,0000028b,00080068,5244504
000009f0,00000002,000ffffe,5244557
00000a50,00000001,000ffffe,5245029
00000a18,00000001,000ffffe,5245266
00000a4c,00000001,000ffffe,5245385
000009f0,00000002,000ffffe,5245446
00000a20,00000002,000ffffe,5245716
00000a2c,00014820,000800e8,5246086
000009d0,00000001,000ffffe,5246122
00000a34,00000001,000ffffe,5246326
00000a48,00000001,000ffffe,5246700
00000a00,00000001,000ffffe,5247127
000009e8,00000001,000ffffe,5247341
000009f0,00000002,000ffffe,5247721
000009fc,0000000e,000802e3,5247923
000009f0,00000002,000ffffe,5248246
000009f0,00000002,000ffffe,5248414
00000a48,00000001,000ffffe,5248737
00000a48,00000001,000ffffe,5249171
00000a50,00000001,000ffffe,5249628
